% (list of variables written in this file):
%
% Time,    Channel 1,Channel 2,Channel 3
4.629348160E+6	1.360062E+0	-8.816520E-3	-3.826946E-4
4.629348259E+6	1.360062E+0	-9.140898E-3	-7.070725E-4
4.629348359E+6	1.360062E+0	-9.140898E-3	-5.831672E-5
4.629348461E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629348562E+6	1.360386E+0	-9.140898E-3	-3.826946E-4
4.629348660E+6	1.359737E+0	-9.140898E-3	-7.070725E-4
4.629348762E+6	1.360062E+0	-9.465276E-3	-3.826946E-4
4.629348861E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629348960E+6	1.360062E+0	-9.465276E-3	-7.070725E-4
4.629349060E+6	1.360062E+0	-9.465276E-3	-7.070725E-4
4.629349159E+6	1.360386E+0	-9.140898E-3	-5.831672E-5
4.629349260E+6	1.360386E+0	-9.140898E-3	-3.826946E-4
4.629349360E+6	1.359737E+0	-9.465276E-3	-7.070725E-4
4.629349461E+6	1.360062E+0	-9.140898E-3	-7.070725E-4
4.629349562E+6	1.359737E+0	-9.465276E-3	-3.826946E-4
4.629349659E+6	1.360386E+0	-9.140898E-3	2.660612E-4
4.629349759E+6	1.359737E+0	-9.465276E-3	-7.070725E-4
4.629349860E+6	1.360062E+0	-9.140898E-3	-5.831672E-5
4.629349963E+6	1.360062E+0	-9.140898E-3	-5.831672E-5
4.629350060E+6	1.360062E+0	-9.140898E-3	-5.831672E-5
4.629350162E+6	1.360386E+0	-9.465276E-3	-3.826946E-4
4.629350262E+6	1.360062E+0	-9.465276E-3	-5.831672E-5
4.629350362E+6	1.360386E+0	-9.465276E-3	-5.831672E-5
4.629350461E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629350561E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629350660E+6	1.360062E+0	-9.465276E-3	-5.831672E-5
4.629350761E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629350861E+6	1.360386E+0	-9.140898E-3	-7.070725E-4
4.629350963E+6	1.360062E+0	-9.140898E-3	-5.831672E-5
4.629351061E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629351160E+6	1.360386E+0	-9.140898E-3	-3.826946E-4
4.629351260E+6	1.360062E+0	-9.140898E-3	-5.831672E-5
4.629351361E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629351460E+6	1.359737E+0	-8.816520E-3	-7.070725E-4
4.629351561E+6	1.359737E+0	-9.140898E-3	-3.826946E-4
4.629351661E+6	1.360062E+0	-9.140898E-3	-3.826946E-4
4.629351760E+6	1.360062E+0	-9.465276E-3	-5.831672E-5
4.629351861E+6	1.360062E+0	-8.816520E-3	-7.070725E-4
4.629351960E+6	1.360062E+0	-8.816520E-3	-3.826946E-4
