% (list of variables written in this file):
%
% Time,    Channel 1,Channel 2,Channel 3
4.625063065E+6	-7.519008E-3	-1.031450E-3	-5.831672E-5
4.625063161E+6	-4.599607E-3	1.239195E-3	-7.070725E-4
4.625063260E+6	-1.108717E-2	-8.816520E-3	-7.070725E-4
4.625063362E+6	-1.238468E-2	-5.831672E-5	-3.826946E-4
4.625063460E+6	-8.816520E-3	3.834218E-3	-3.826946E-4
4.625063562E+6	-1.562846E-2	-2.977718E-3	-3.826946E-4
4.625063661E+6	-1.011403E-2	-7.194631E-3	-3.826946E-4
4.625063761E+6	-1.108717E-2	-1.043841E-2	-3.826946E-4
4.625063862E+6	-1.206030E-2	-7.519008E-3	-3.826946E-4
4.625063960E+6	-1.433094E-2	-1.206030E-2	-5.831672E-5
4.625064061E+6	-1.270905E-2	-1.043841E-2	-5.831672E-5
4.625064159E+6	-6.870253E-3	-1.465532E-2	-3.826946E-4
4.625064259E+6	-1.238468E-2	-1.627721E-2	-5.831672E-5
4.625064360E+6	-1.011403E-2	-1.660159E-2	-3.826946E-4
4.625064461E+6	-1.562846E-2	-2.146726E-2	-7.070725E-4
4.625064562E+6	-7.519008E-3	-1.984537E-2	2.660612E-4
4.625064662E+6	3.185462E-3	-1.660159E-2	-5.831672E-5
4.625064761E+6	3.509840E-3	-7.519008E-3	5.904391E-4
4.625064861E+6	6.429241E-3	-8.492142E-3	-5.831672E-5
4.625064960E+6	7.402375E-3	-1.627721E-2	-5.831672E-5
4.625065061E+6	-3.826946E-4	-6.221497E-3	-5.831672E-5
4.625065160E+6	7.402375E-3	-1.206030E-2	-7.070725E-4
4.625065262E+6	-7.070725E-4	-1.530408E-2	-7.070725E-4
4.625065361E+6	6.429241E-3	-5.897119E-3	-5.831672E-5
4.625065462E+6	9.997399E-3	-1.011403E-2	-3.826946E-4
4.625065562E+6	9.673021E-3	-1.335781E-2	-5.831672E-5
4.625065662E+6	3.509840E-3	-1.141154E-2	-7.070725E-4
4.625065762E+6	2.660612E-4	-1.984537E-2	-3.826946E-4
4.625065862E+6	-6.221497E-3	-1.692597E-2	-7.070725E-4
4.625065961E+6	-1.011403E-2	-8.492142E-3	-3.826946E-4
4.625066060E+6	-7.519008E-3	-1.433094E-2	-7.070725E-4
4.625066160E+6	-1.465532E-2	-1.952099E-2	-3.826946E-4
4.625066261E+6	-7.519008E-3	-1.627721E-2	-3.826946E-4
4.625066361E+6	-9.789654E-3	-2.341353E-2	-3.826946E-4
4.625066462E+6	-9.465276E-3	-2.471104E-2	-7.070725E-4
4.625066561E+6	-1.303343E-2	-1.789910E-2	-3.826946E-4
4.625066662E+6	-1.595283E-2	-2.535979E-2	-7.070725E-4
4.625066761E+6	-1.173592E-2	-1.757472E-2	-3.826946E-4
4.625066862E+6	-5.897119E-3	-9.465276E-3	-5.831672E-5
